"Log Id"	"Internal Case"	"After Work"	"Holiday"	"Status"	"Customer"	"Time"	"Requestor"	"Submitted Date"	"Time"	"Subject"	"Problem Description"	"Module"	"Application_Form"	"Program Group"	"Type"	"Problem"	"Error Type"	"C(problemStatic)"	"Cause"	"Solution"	"Solution By"	"Responsible"	"Time"	"Projected Date"	"Closed  By"	"Closed Date"	"Submitted Date"	"Closed"	"Remark"	"Record By"	"Severity "	"Support  Type"	"LogType"	"Mail"	"Time"	"Time"	"Time"	"How To Check"	"Current Solution"	"C(longtermsolutionStatic)"	"Closed"	"Severity "	"Severity Days"	"SLA"	"PK Manday"	"LogDate"	
"SRN2601007"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Sunisa"	"31/01/2026"	"21:20"	"แจ้งปัญหา ข้อมูลไม่ถูกต้องค่ะ"	""	"PO"	"PPCC_Purchase Orders"	"Purchase Orders"	"Customized"	"จากการตรวจสอบ คาดว่าน่าจะเกิดจาก  Gen : GRN ผิดค่ะ เลยทำการถอยและรับเข้าใหม่ค่ะ จังหวะการถอยไม่แน่ใจว่าระบบเอาราคาจากไหนมาค่ะ และมีการGen: GRN ใหม่  ตอนรับ PO Receiving ราคาก็ไม่ตรงกับ PO ไม่แน่ใจว่า Error จังหวะไหนค่ะ
รบกวน PPCC ตรวจสอบความถูกต้อง และรบกวรอัพเดตข้อมูลให้ด้วยนะคะ 

อัพเดตข้อมูล 2 PO นี้นะคะ 
PO : RM25120006    
PO : RM25120031   

และอัพเดตข้อมูลในหน้านี้ด้วยนะคะ เพราะการคำนวณผิดเลยกระทบไปหลายรายงานเลยค่ะ
1.PPCC_Journal Entries เล่ม PO Dist ( GL Post )
2.PPCC_Material Transactions
3.PPCC_Material Transactions Amount
4.PPCC_Inventory Balance Report 8 Digits
ไม่แน่ใจว่ายังมีหน้าอื่นๆเพิ่มไหม รบกวน PPCC ตรวจสอบและแก้ไขให้ด้วยนะคะ"	"Customized Bug"	""	""	"Update ยอดเงินขาบัญชี 900007 Inventory Adjustment เป็น 0 และ Update ยอดเงินขาบัญชี 130100 โดยคำนวณจาก Qty * Cost"	""	"J3"	"02/02/2026"	"05/02/2026"	"J3"	"02/02/2026"	"1355"	1	""	"J6"	"Standard"	""	""	"MAIL"	"02/02/2026"	"J6"	"08:50"	""	"Update ยอดเงินขาบัญชี 900007 Inventory Adjustment เป็น 0 และ Update ยอดเงินขาบัญชี 130100 โดยคำนวณจาก Qty * Cost"	"Update ยอดเงินขาบัญชี 900007 Inventory Adjustment เป็น 0 และ Update ยอดเงินขาบัญชี 130100 โดยคำนวณจาก Qty * Cost"	1	"Standard"	"3 Days"	Pass	0.00	"02/02/2026"	
"SRN2602001"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Wilawan"	"03/02/2026"	"09:40"	"แจ้งตรวตสอบราคาใน GRN T2602000000007"	""	"PO"	"PPCC_Goods Receiving Notes"	"Goods Receiving Notes"	"Standard"	"แจ้งตรวตสอบราคาใน GRN T2602000000007 เนื่องตาก ราคา ใน PO และ Invoiice ตรงกัน แต่เมื่องทางฝ่ายวางแผนดึงรายการมาทำ GRN T2602000000007 ราคาเปลี่ยนไป รบกวนช่วยตรวจสอบให้ด้วยค่ะ"	"Knowledge"	""	"PO TD25120016 Line 11 เปิด PO มาด้วย Cost 152.29 และไม่เคยมีการแก้ไข Cost"	""	""	"J3"	"03/02/2026"	"06/02/2026"	"J3"	"04/02/2026"	"1058"	1	""	"J6"	"Standard"	""	""	"MAIL"	"03/02/2026"	"J6"	"11:20"	""	""	""	1	"Standard"	"3 Days"	Pass	0.00	"03/02/2026"	
"SRN2602002"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Chompupan"	"03/02/2026"	"10:45"	"รบกวนช่วยเช็คให้หน่อยค่ะ"	""	"AR"	"PPCC_Pre Invoice"	"Pre Invoice"	"Customized"	"รบกวนช่วยเช็คให้หน่อยค่ะ 
1.ต้องออกอินวอย Part no,Q'ty, CO ตามในรูปแรกของหน้า order line
2.พอเข้าไป Pre_invoice มันขึ้นจำนวน line ซ้ำ รวมถึงเมื่อเช็คกับทาง DL ขึ้นยอดในการจัดส่งซ้ำเช่นกันเหมือนในหน้า Pre_ preinvoice 
ต้องแก้ไขอย่างไรบ้างคะ"	"Human Error"	""	"Line 2,3,4 ข้อมูล Cust PO ที่ Tab Order Detail เป็นค่าว่าง จึงทำให้เมื่อกดปุ่ม Lines มาจาก PPCC_Customer Orders ข้อมูลจึงไม่แสดงเนื่องจากติดเงื่อนไขที่หน้าจอ"	"ลบ CO Line 2,3,4 ออกจากระบบ"	""	"J3"	"03/02/2026"	"09/02/2026"	"J3"	"04/02/2026"	"1058"	1	""	"sa"	"Standard"	""	""	"LINE"	"03/02/2026"	"J3"	"11:05"	""	"ลบ CO Line 2,3,4 ออกจากระบบ"	"ลบ CO Line 2,3,4 ออกจากระบบ"	1	"Standard"	"3 Days"	Pass	0.00	"04/02/2026"	
"SRN2602003"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Phatphonrung"	"03/02/2026"	"14:25"	"ช่วยตรวจสอบให้ด้วยคะ เกิดจากสาเหตุอะไรคะ"	""	"Oth"	"PPCC_Print Production Tag"	"Tag"	"Customized"	"ช่วยตรวจสอบให้ด้วยคะ เกิดจากสาเหตุอะไรคะและช่วยแก้ไขให้ด้วยคะ
"	"Human Error"	""	"คาดว่าเกิดจากกด Print เบิ้ล เนื่องจากข้อมูล Tag Transaction ของ JOB IF00006378 ลงเบิ้ล"	"ลบ Tag JOB260000001 ออกและแก้ไข Qty = 10 ที่ Tag JOB260443611"	""	"J3"	"03/02/2026"	"09/02/2026"	"J3"	"04/02/2026"	"1059"	1	""	"sa"	"Standard"	""	""	"LINE"	"03/02/2026"	"J3"	"17:15"	""	"ลบ Tag JOB260000001 ออกและแก้ไข Qty = 10 ที่ Tag JOB260443611"	"ลบ Tag JOB260000001 ออกและแก้ไข Qty = 10 ที่ Tag JOB260443611"	1	"Standard"	"3 Days"	Pass	0.00	"04/02/2026"	
"SRN2602004"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Jintana"	"03/02/2026"	"09:05"	"รบกวนช่วยตรวจสอบ INV No. E260203/0002 ใบนี้ให้หน่อยค่ะ"	""	"Automation"	"Create Shipping List No"	"Create Shipping List No"	"Customized"	"รบกวนช่วยตรวจสอบ INV No. E260203/0002 ใบนี้ให้หน่อยค่ะ 
 
เนื่องจากในระบบ ถูกตัด Stock ไปแล้ว แต่ในระบบ Create Shipping List No. ไม่พบข้อมูล  หมายเลข Pick List P260203052 คะ 
"	"Customized Bug"	""	""	"Insert Ship Lable และ Update Status Tag"	""	"J2"	"03/02/2026"	"09/02/2026"	"J3"	"04/02/2026"	"1059"	1	""	"sa"	"Standard"	""	""	"LINE"	"03/02/2026"	"J2"	"09:55"	""	"Insert Ship Lable และ Update Status Tag"	"Insert Ship Lable และ Update Status Tag"	1	"Standard"	"3 Days"	Pass	0.00	"04/02/2026"	
"SRN2602005"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Panita"	"16/02/2026"	"11:40"	"รบกวน Update ข้อมูลหน้า PPCC_Pre-InvoiceLineSequences"	""	"AR"	"PPCC_Pre Invoice Line Sequences"	"Pre Invoice"	"Customized"	"เนื่องจากข้อมูล PO. มีการเปลี่ยนแปลงข้อมูล(ลูกค้าเลื่อนแผน) ทำให้ระบบจำข้อมูลเดิม รบกวนทาง PPCC ช่วย Update ข้อมูลให้หน่อยนะคะ

โดยทาง ปณิตา ต้องการให้ PPCC ลบข้อมูล Line ที่ 3 และ 4 ออกจาก PPCC_Pre-InvoiceLineSequences  ตามที่ไฮไลท์สีเหลืองไว้ และ คงเหลือข้อมูลที่ไฮไลท์สีชมพูไว้  ตามรูปที่2 ที่แนบมาค่ะ

Customer : DHATC01  : HONDA (PRACHINBURI) : CO. CO26011573 : Invoice No.D260209/0005
"	"Human Error"	""	""	"ลบข่อมูล Line 3,4 ที่ตาราง do_seq และแก้ไขข้อมูล DO Num, DO Line, DO Seq ทีตาราง co_ship"	""	"J3"	"16/02/2026"	"19/02/2026"	"J3"	"18/02/2026"	"1115"	2	""	"sa"	"Standard"	""	""	"MAIL"	"16/02/2026"	"J3"	"14:15"	""	"ลบข่อมูล Line 3,4 ที่ตาราง do_seq และแก้ไขข้อมูล DO Num, DO Line, DO Seq ทีตาราง co_ship"	"ลบข่อมูล Line 3,4 ที่ตาราง do_seq และแก้ไขข้อมูล DO Num, DO Line, DO Seq ทีตาราง co_ship"	2	"Standard"	"3 Days"	Pass	0.00	"16/02/2026"	
"SRN2602006"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"Thidaporn"	"17/02/2026"	"08:55"	"JOB DB00010617  POST  ไม่ได้  40  Pcs.   ค่ะ รบกวนตรวจสอบให้หน่อยค่ะ"	""	"Automation"	"Unposted Job Transactions"	"Unposted Job Transaction"	"Customized"	"JOB DB00010617  POST  ไม่ได้  40  Pcs.   ค่ะ รบกวนตรวจสอบให้หน่อยค่ะ"	"Knowledge"	""	"Tag ของ Job DB00010617 มี 6 ใบ ใบละ 20 ทั้งหมดจึงเป็น 120 แต่ Qty Released ของ Job เป็น 160 จึงทำให้ Tag ของ Job DB00010617 ขาดไปอีก 2 ใบ"	"User Print Tag เพิ่มอีก 2 ใบ ใบละ 20"	""	"J2"	"17/02/2026"	"20/02/2026"	"J3"	"18/02/2026"	"1115"	1	""	"sa"	"Standard"	""	""	"LINE"	"17/02/2026"	"J2"	"09:45"	""	"User Print Tag เพิ่มอีก 2 ใบ ใบละ 20"	"User Print Tag เพิ่มอีก 2 ใบ ใบละ 20"	1	"Standard"	"3 Days"	Pass	0.00	"17/02/2026"	
"SRN2602007"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"Thidaporn"	"17/02/2026"	"09:25"	"JOB UD2913 PD รายงานผลแล้ว แต Tag ถูกติ๊ก Unpost ยอดไม่โชว์ทำให้แผนก DL รับงานไม่ได้ค่ะ รบกวนช่วยตรวจสอบให้หน่อยนะค่ะ"	""	"Automation"	"๊Unposted Job Transactions"	"Unposted Job Transaction"	"Customized"	"JOB UD2913 PD รายงานผลแล้ว แต Tag ถูกติ๊ก Unpost ยอดไม่โชว์ทำให้แผนก DL รับงานไม่ได้ค่ะ รบกวนช่วยตรวจสอบให้หน่อยนะค่ะ"	"Customized Bug"	""	"Job ค้างอยู่ที่หน้าจอ Unposted Job Transactions"	"Post Job ที่ค้างอยู่ที่หน้าจอ Unposted Job Transactions"	""	"WI"	"17/02/2026"	"20/02/2026"	"J3"	"18/02/2026"	"1116"	1	""	"sa"	"Standard"	""	""	"LINE"	"17/02/2026"	"WI"	"09:40"	""	"Post Job ที่ค้างอยู่ที่หน้าจอ Unposted Job Transactions"	"Post Job ที่ค้างอยู่ที่หน้าจอ Unposted Job Transactions"	1	"Standard"	"3 Days"	Pass	0.00	"17/02/2026"	
"SRN2602008"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Jutathip"	"18/02/2026"	"10:00"	"รบกวนสอบถามค่ะ DL ทำการถอยคืน Stock ของ HONDA _ออก Inv. ก่อนตัด Stock แต่เมื่อถอยคืน ถอยคืนจาก Barcode แต่วันที่ถอยคืนข้ามไปเดือน มค. ค่ะ วันที่ไม่ได้อ้างอิงมากจาก Inv. เหมือนตอนที่ตัด Stock หรือค่ะ แล้วพอจะไปตัดใหม่ ใน SL มีข้อความตามภาพ ไม่สามารถทำได้ค่ะ"	""	"CO"	"PPCC_Order Shipping"	"Order Shipping"	"Customized"	"รบกวนสอบถามค่ะ DL ทำการถอยคืน Stock ของ HONDA _ออก Inv. ก่อนตัด Stock แต่เมื่อถอยคืน ถอยคืนจาก Barcode แต่วันที่ถอยคืนข้ามไปเดือน มค. ค่ะ วันที่ไม่ได้อ้างอิงมากจาก Inv. เหมือนตอนที่ตัด Stock หรือค่ะ แล้วพอจะไปตัดใหม่ ใน SL มีข้อความตามภาพ ไม่สามารถทำได้ค่ะ"	"Customized Bug"	""	""	"แก้ไข Transaction Date ที่ตาราง matltran, matltrack, journal และเนื่องจากวันที่ลงข้ามเดือนจึงต้องแก้ไข Control Period และ Control Number ที่ Journal ด้วย"	""	"J3"	"18/02/2026"	"23/02/2026"	"J3"	"18/02/2026"	"1116"	1	""	"sa"	"Standard"	""	""	"LINE"	"18/02/2026"	"J3"	"11:05"	""	"แก้ไข Transaction Date ที่ตาราง matltran, matltrack, journal และเนื่องจากวันที่ลงข้ามเดือนจึงต้องแก้ไข Control Period และ Control Number ที่ Journal ด้วย"	"แก้ไข Transaction Date ที่ตาราง matltran, matltrack, journal และเนื่องจากวันที่ลงข้ามเดือนจึงต้องแก้ไข Control Period และ Control Number ที่ Journal ด้วย"	1	"Standard"	"3 Days"	Pass	0.00	"18/02/2026"	
"SRN2602009"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Jintana"	"17/02/2026"	"13:25"	"แจ้งปัญหา ระบบค้าง ค่ะ ทำให้ Pick List No.P260218001  เกิดปัญหา Stock เบิ้ล ค่ะ รบกวนช่วยตรวจสอบให้หน่อยค่ะ"	""	"Automation"	"Order Shipping"	"Order Shipping"	"Customized"	"แจ้งปัญหา ระบบค้าง ค่ะ ทำให้ Pick List No.P260218001  เกิดปัญหา Stock เบิ้ล ค่ะ รบกวนช่วยตรวจสอบให้หน่อยค่ะ"	"Human Error"	""	""	"ทำถอยรายการตัด Stock ผ่านหน้าจอ Order Shipping"	""	"J2"	"17/02/2026"	"23/02/2026"	"J3"	"18/02/2026"	"1116"	1	""	"sa"	"Standard"	""	""	"LINE"	"17/02/2026"	"J2"	"13:45"	""	"ทำถอยรายการตัด Stock ผ่านหน้าจอ Order Shipping"	"ทำถอยรายการตัด Stock ผ่านหน้าจอ Order Shipping"	1	"Standard"	"3 Days"	Pass	0.00	"18/02/2026"	
"SRN2602010"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Panita"	"23/02/2026"	"08:55"	"รบกวนเปลี่ยน Status ให้หน่อยค่ะ"	""	"AR"	"PPCC_InvoicesDebitandCreditMemosHistorical"	"e-Tax Invoice"	"Customized"	"เนื่องจากมีการตั้งหนี้หน้าตรง Inv.O2602/000002 : Sun Vending  และยังไม่ได้เปลี่ยน Status เป็น Approved และยังไม่ได้ส่งข้อมูลไป EZTax แต่ได้ทำการ Post ไปหน้า Journal แล้ว รบกวนเปลี่ยน Status ให้หน่อยได้ไหมคะ"	"Human Error"	""	""	"แก้ไข Document Status จาก In Process เป็น Approved"	""	"J3"	"23/02/2026"	"26/02/2026"	"J3"	"26/02/2026"	"1630"	3	""	"J6"	"Standard"	""	""	"MAIL"	"23/02/2026"	"J6"	"09:10"	""	"แก้ไข Document Status จาก In Process เป็น Approved"	"แก้ไข Document Status จาก In Process เป็น Approved"	3	"Standard"	"3 Days"	Pass	0.00	"23/02/2026"	
"SRN2602011"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Panarath"	"23/02/2026"	"16:35"	"รบกวนลบเลขที่อินวอย D260223/0005"	""	"AR"	"PPCC_Pre Invoice"	"Pre Invoice"	"Customized"	"เนื่องจากมีการยกเลิกการจัดส่งงาน แต่ทางเราออกอินวอยไปแล้ว และไม่อยากยกเลิก
ทางเราจึงอยากรบกวนให้ทาง PPCC ช่วยลบเลขที่ตามด้านล่างให้ได้หรือไม่ค่ะ"	"Human Error"	""	""	"ลบข้อมูลออกจากตาราง do_hdr และแก้ไข Last Invoice Number ที่หน้าจอ Invoice Debit and Creditt Memo Sequences"	""	"J3"	"23/02/2026"	"26/02/2026"	"J3"	"26/02/2026"	"1631"	3	""	"sa"	"Standard"	""	""	"MAIL"	"23/02/2026"	"J3"	"17:00"	""	"ลบข้อมูลออกจากตาราง do_hdr และแก้ไข Last Invoice Number ที่หน้าจอ Invoice Debit and Creditt Memo Sequences"	"ลบข้อมูลออกจากตาราง do_hdr และแก้ไข Last Invoice Number ที่หน้าจอ Invoice Debit and Creditt Memo Sequences"	3	"Standard"	"3 Days"	Pass	0.00	"23/02/2026"	
"SRN2602012"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Siriwan"	"26/02/2026"	"16:00"	"รบกวนลบข้อมูลหน้า PPCC_PreInvoice Date 02/03/2026"	""	"AR"	"PPCC_Pre Invoice"	"Pre Invoice"	"Customized"	"ตามที่ฝ่ายบัญชีได้พูดคุยไว้เบื้องต้น รบกวนลบ Invoice ของลูกค้า Honda (Prachinburi) วันที่ 02/03/2026 ให้หน่อยค่ะ
Invoice No : D260302/0003 - D260302/0016"	"Human Error"	""	""	"ลบข้อมูล Pre Invoice D260302/0003- D260302/0016 ที่ตาราง do_hdr และ Update Last Invoice ที่ Invoice Sequence เป็น D260302/0002"	""	"J3"	"26/02/2026"	"03/03/2026"	"J3"	"26/02/2026"	"1631"	1	""	"sa"	"Standard"	""	""	"MAIL"	"26/02/2026"	"J3"	"16:20"	""	"ลบข้อมูล Pre Invoice D260302/0003- D260302/0016 ที่ตาราง do_hdr และ Update Last Invoice ที่ Invoice Sequence เป็น D260302/0002"	"ลบข้อมูล Pre Invoice D260302/0003- D260302/0016 ที่ตาราง do_hdr และ Update Last Invoice ที่ Invoice Sequence เป็น D260302/0002"	1	"Standard"	"3 Days"	Pass	0.00	"26/02/2026"	
"SRN2602013"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Jutathip"	"23/02/2026"	"13:35"	"สร้าง Item ใหม่แต่ Email อนุมัติไม่ส่ง"	""	"EVM"	"PPCC_Items"	"Event Handlers"	"Customized"	"สร้าง Item ใหม่แต่ Email อนุมัติไม่ส่ง"	"Technical"	""	""	""	""	"SA"	"09/03/2026"	"12/03/2026"	"J3"	"09/03/2026"	"1801"	10	"วันที่ 09/03/2026 SA ลองทดสอบสร้าง Item ใหม่ User แจ้งว่าได้รับ Email ให้อนุมัติ"	"sa"	"Standard"	""	""	"MAIL"	"09/03/2026"	"SA"	"15:10"	""	""	""	10	"Standard"	"3 Days"	Not Pass	0.00	"09/03/2026"	
"SRN2602014"	0	0	0	"999-Closed"	"SRN"	""	"Thidaporn"	"27/02/2026"	""	"พบปัญหา รายงานแล้ววัตถุดิบ BFRMPAP00002  ไม่ถูกตัด *** แต่รายงานได้ค่ะ"	""	"SFC"	"Job Material Transaction"	""	"Standard"	"พบปัญหา รายงานแล้ววัตถุดิบ BFRMPAP00002  ไม่ถูกตัด *** แต่รายงานได้ค่ะ
เข้าไปตัดเบิกที่หน้า Job Material Transaction   แต่ระบบไม่ยอมตัดให้ค่ะ"	""	""	"ขั้นตอนการระบุข้อมูลยังไงบ้างหรอครับ พอดีว่าเห็นว่าไม่ได้ทำการติ๊ก Show Backflush Materials (ในกรอบสีแดง) แต่ว่ามีข้อมูลของ Material ที่จะต้องทำการ Backflush แสดงขึ้นมาครับ"	"ทาง PPCC ขอลองทำการตัดเบิก สามารถทำการเบิกได้เรียบร้อยครับ

เมื่อเปิดเข้ามาหน้า Job Material Transaction แล้วทำการติ๊ก Show Backflush Materials (ในกรอบสีแดง) จากนั้นเลือก Lot : 251201000000001 ที่ Location : FORMI-CP2 แล้วติ๊ก Select ที่รายการนี้ตามรูป จากนั้นกด Process"	""	"WI"	""	"27/02/2026"	"WI"	"27/02/2026"	""	1	""	"sa"	""	""	""	"LINE"	""	""	""	""	""	""	1	""	""	Pass	0.00	"20/03/2026"	
"SRN2603001"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"Songapson"	"04/03/2026"	"16:00"	"รบกวนตรวจสอบ APV 38058"	""	"BG"	"PPCC_Budget Actual Used Detail"	"Budget Control"	"Customized"	"เนื่องจากทางเราได้มีการ Generate ตั้งหนี้ ใส่ข้อมูล และเลือก Budgets 613022/ Transportation/Express way ตามปกติ ซึ่งยังไม่ได้ทำการ Post แต่ทำไม Budget ถึงไปอยู่ที่ Actual use คะ (โดยปกติน่าจะอยู่ที่ Allocated on Oder) รายละเอียดตามภาพด้านล่างค่ะ"	"Customized Bug"	""	"เกิดจากมีการ Post Voucher โดยไม่ใส่เงื่อนไขจึงทำให้ Voucher 38058 ถูก Task PPCC_UpdateBudgetControlAllSp ดึงไปทำรายการด้วย"	"ลบข้อมูลที่ตาราง ppcc_budget_actdetail"	""	"J3"	"04/03/2026"	"09/03/2026"	"J3"	"04/03/2026"	"1625"	1	""	"sa"	"Standard"	""	""	"MAIL"	"04/03/2026"	"J3"	"16:15"	""	"ลบข้อมูลที่ตาราง ppcc_budget_actdetail"	"ลบข้อมูลที่ตาราง ppcc_budget_actdetail"	1	"Standard"	"3 Days"	Pass	0.00	"04/03/2026"	
"SRN2603002"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Jutathip"	"06/03/2026"	"14:15"	"Reconfirm เรื่องการเปลี่ยนแปลงราคา เนื่องจากลูกค้ามีการเปลี่ยนราคา หลังจากที่ Load order"	""	"CU"	"PPCC_Customer Order Reprice"	"Vendor Customer Contract Prices"	"Customized"	"รบกวน Reconfirm เรื่องการเปลี่ยนแปลงราคา เนื่องจากลูกค้ามีการเปลี่ยนราคา หลังจากที่ Load order แล้ว โดย MK เพิ่มราคาใหม่ในระบบและใส่เงื่อนไข Use Invoice Date แต่ราคาใน Inv ยังเป็นราคาเดิมค่ะ

กรณีนี้ทาง SRN ต้องแก้ไขอย่างไรค่ะ Reprice ราคาได้หรือไม่ค่ะ ช่วงนี้ลูกค้าเลื่อนออเดอร์ค่ะ"	"Knowledge"	""	""	"หากมีการ Load Customer Order เข้าระบบแล้ว หากมาการแก้ไขราคาใหม่ สิ่งที่ต้องทำก่อนออก Invoice คือ  1. แก้ไขราคาที่หน้าจอ PPCC_Customer Contract price  2. ทำการอัพเดตราคาใหม่ มาที่ PPCC_Customer Order Line โดยใช้หน้าจอ PPCC_Customer Order Reprice  3. ดึงข้อมูล PPCC_Customer Order Line ไปสร้างเอกสาร Invoice     * Use Invoice Date , Use Order Date ใช้เพื่อกำหนดว่าจะให้ระบบดึงราคาขายที่มีการกำหนด Effective Date ไว้นั้น ตามวันที่ส่งสินค้า (Due Date) หรือวันที่คีย์ Order (วันที่ CO)"	""	"J6"	"06/03/2026"	"12/03/2026"	"J3"	"09/03/2026"	"1803"	1	""	"J6"	"Standard"	""	""	"MAIL"	"06/03/2026"	"J6"	"14:45"	""	"หากมีการ Load Customer Order เข้าระบบแล้ว หากมาการแก้ไขราคาใหม่ สิ่งที่ต้องทำก่อนออก Invoice คือ  1. แก้ไขราคาที่หน้าจอ PPCC_Customer Contract price  2. ทำการอัพเดตราคาใหม่ มาที่ PPCC_Customer Order Line โดยใช้หน้าจอ PPCC_Customer Order Reprice  3. ดึงข้อมูล PPCC_Customer Order Line ไปสร้างเอกสาร Invoice     * Use Invoice Date , Use Order Date ใช้เพื่อกำหนดว่าจะให้ระบบดึงราคาขายที่มีการกำหนด Effective Date ไว้นั้น ตามวันที่ส่งสินค้า (Due Date) หรือวันที่คีย์ Order (วันที่ CO)"	"หากมีการ Load Customer Order เข้าระบบแล้ว หากมาการแก้ไขราคาใหม่ สิ่งที่ต้องทำก่อนออก Invoice คือ  1. แก้ไขราคาที่หน้าจอ PPCC_Customer Contract price  2. ทำการอัพเดตราคาใหม่ มาที่ PPCC_Customer Order Line โดยใช้หน้าจอ PPCC_Customer Order Reprice  3. ดึงข้อมูล PPCC_Customer Order Line ไปสร้างเอกสาร Invoice     * Use Invoice Date , Use Order Date ใช้เพื่อกำหนดว่าจะให้ระบบดึงราคาขายที่มีการกำหนด Effective Date ไว้นั้น ตามวันที่ส่งสินค้า (Due Date) หรือวันที่คีย์ Order (วันที่ CO)"	1	"Standard"	"3 Days"	Pass	0.00	"09/03/2026"	
"SRN2603003"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Panita"	"10/03/2026"	"14:00"	"รบกวนแก้ไขตารางใบลดหนี้"	""	"AR"	"PPCC_Confirm Send e-Tax Invoice (Account)"	"e-Tax Invoice"	"Customized"	"เนื่องจากมีการออกเอกสารใบลดหนี้ และเอกสารมี 2 แผ่นต่อกัน Inv.CNE260310/01 Customer  Code : ENMT001
รบกวนแก้ไขเส้นตรงใต้ข้อที่ 25 หน้าที่ 1 (รูปที่1)  และ หัวของตารางหน้าที่ 2 (รูปที่2) ให้หน่อยค่ะ
รบกวนแก้ไขก่อนเวลา 15.00 น.นะคะ"	"Customized Bug"	""	""	"แก้ไข SSRS"	""	"J3"	"10/03/2026"	"13/03/2026"	"J3"	"10/03/2026"	"1823"	1	""	"J6"	"Standard"	""	""	"MAIL"	"10/03/2026"	"J6"	"14:10"	""	"แก้ไข SSRS"	"แก้ไข SSRS"	1	"Standard"	"3 Days"	Pass	0.00	"10/03/2026"	
"SRN2603004"	0	0	0	"999-Closed"	"SRN"	"SRN_LIV"	"K.Jutathip"	"10/03/2026"	"14:30"	"Reconfirm เรื่องการเปลี่ยนแปลงราคา เนื่องจากลูกค้ามีการเปลี่ยนราคา หลังจากที่ Load order"	""	"CO"	"PPCC_Customer Order Reprice"	"Customer Order Reprice"	"Customized"	"ที่เคยถาม “ ถ้าเป็นช่วงรอยต่อราคา ทาง MK ต้องใส่เลข CO ที่ต้องการอัพเดตราคาใช่หรือไม่ค่ะ (ระบบไม่ได้จับที่ Ship due date (Invoice) ใช่ไหมค่ะเพราะออเดอร์ถูกเลื่อนแล้วไม่ได้ update วันที่ค่ะ”

ได้ลองทำการ Reprice ในระบบแล้วค่ะแต่ราคาไม่เปลี่ยนให้เนื่องจาก ระบบมองที่ Ship due date ราคา Effective วันที่ 1/3/2026 แต่ออเดอร์ที่โหลดก่อนหน้าไม่ได้ถูกแก้ไขวันที่เรียกงานในครั้งแรก (ไม่ได้จัดส่งตาม Due) มีวิธีไหนที่สามารถทำได้หรือไม่ค่ะ"	"Knowledge"	""	""	""	""	"J6"	"10/03/2026"	"13/03/2026"	"J3"	"12/03/2026"	""	2	""	"J6"	"Standard"	""	""	"MAIL"	"10/03/2026"	"J6"	"16:35"	""	"ถ้าต้องการใช้หน้าจอ PPCC_Customer Order Reprice แล้วระบบดึงราคาขายตรงกับ Effective date แนะนำให้แก้ไข Ship Due Date ให้เป็นวันที่ที่ถูกต้องล่าสุด เพื่อให้ตอนทำ  PPCC_Customer Order Reprice ระบบดึงราคามาให้ถูกต้อง     กรณีรายการไม่เยอะสามารถแก้ไขราคาที่ CO line ได้เลย"	"ถ้าต้องการใช้หน้าจอ PPCC_Customer Order Reprice แล้วระบบดึงราคาขายตรงกับ Effective date แนะนำให้แก้ไข Ship Due Date ให้เป็นวันที่ที่ถูกต้องล่าสุด เพื่อให้ตอนทำ  PPCC_Customer Order Reprice ระบบดึงราคามาให้ถูกต้อง     กรณีรายการไม่เยอะสามารถแก้ไขราคาที่ CO line ได้เลย"	2	"Standard"	"3 Days"	Pass	0.00	"10/03/2026"	
